Stock No.,Institution name,Genus,Species,Division,Class,Synonym,Place name,Habitats,Details of habitat,Details on the freshwater environment,Details on the marine environment,State of algal and cyanobacterial strain,Preservation state,Cryopreservation,Environmental characteristics,Physiological and ecological characteristics,"Other characteristics
"
NIES-2682,National Institute for Environmental Studies,Triparma,pacifica,Heterokontophyta,Bolidophyceae,Bolidomonas pacifica L.Guillou & M.-J.Chr?tiennot-Dinet,Equatorial Pacific Ocean (Depth -15m),,Depth(-15m),,,Unialgal; Clonal; Non-axenic,Subculture,No,,Planktonic,"Authentic strain (Ichinomiya et al. 2016); Non-siliceous flagellated stage[2018 May]
"
NIES-2684,National Institute for Environmental Studies,Florenciella,parvula,Heterokontophyta,Dictyochophyceae,,"English Channel,",,Depth(-0m),,,Unialgal; Clonal; Non-axenic,Subculture,No,,Planktonic,"Authentic strain (Eikrem et al. 2004)
"
NIES-2687,National Institute for Environmental Studies,Mesopedinella,arctica,Heterokontophyta,Dictyochophyceae,,"Atlantic Ocean (Maroccan Upwelling) (Depth -5m),",,Depth(-5m),,,Unialgal; Clonal; Non-axenic,Subculture,No,,Planktonic,"
"
NIES-2689,National Institute for Environmental Studies,Pelagomonas,calceolata,Heterokontophyta,Pelagophyceae,,"Sargasso Sea (Depth -140m), area of the North Atlantic Ocean",,Depth(-140m),,,Unialgal; Clonal; Non-axenic,Cryopreservation,No,,Planktonic,"
"
NIES-2690,National Institute for Environmental Studies,Pelagomonas,calceolata,Heterokontophyta,Pelagophyceae,,"Red Sea (Gulf of Aqaba) (Depth -100m),",,Depth(-100m),,,Unialgal; Clonal; Non-axenic,Cryopreservation,No,,Planktonic,"
"
NIES-2691,National Institute for Environmental Studies,Pelagomonas,calceolata,Heterokontophyta,Pelagophyceae,,"Equatorial Pacific Ocean (Depth -110m),",,Depth(-110m),,,Unialgal; Clonal; Non-axenic,Cryopreservation,No,,Planktonic,"
"
NIES-2693,National Institute for Environmental Studies,Phaeomonas,sp.,Heterokontophyta,Pinguiophyceae,,"Mediterranean Sea (Spanish Coast),",,Depth(-0m),,,Unialgal; Clonal; Non-axenic,Subculture,No,,Planktonic,"
"
NIES-2694,National Institute for Environmental Studies,Calcidiscus,leptoporus,Haptophyta,Prymnesiophyceae,,"South Atlantic Ocean,",,Depth(-3m),,,Unialgal; Clonal; Non-axenic; Coccolith(+)[2019 Jan],Subculture,No,,Planktonic,"
"
NIES-2695,National Institute for Environmental Studies,Calcidiscus,leptoporus,Haptophyta,Prymnesiophyceae,,"South Atlantic Ocean,",,Depth(-3m),,,Unialgal; Clonal; Non-axenic; Coccolith(+)[2019 Jan],Subculture,No,,Planktonic,"
"
NIES-2696,National Institute for Environmental Studies,Coccolithus,braarudii,Haptophyta,Prymnesiophyceae,Crystallolithus braarudii K.R.Gaarder,"South Atlantic Ocean,",,,,,Unialgal; Clonal; Non-axenic,Subculture,No,,Planktonic,"
"
NIES-2697,National Institute for Environmental Studies,Emiliania,huxleyi,Haptophyta,Prymnesiophyceae,Pontosphaera huxleyi Lohmann 1902; Hymenomonas huxleyi (Lohmann) Kamptner 1930; Coccolithus huxleyi (Lohmann) Kamptner 1943; Gephyrocapsa huxleyi (Lohmann) Reinhardt 1972; Gephyrocapsa huxleyi P.Reinhardt 1972,"Tasman Sea,",,,,,Unialgal; Clonal; Non-axenic; Coccolith(-)[2015 June],Cryopreservation,No,,Planktonic,"
"
NIES-2699,National Institute for Environmental Studies,Gephyrocapsa,oceanica,Haptophyta,Prymnesiophyceae,Coccolithus oceanicus (Kamptner) Kamptner 1955; Crenalithus doronicoides P.H.Roth 1973,"Atlantic Ocean (French Coast),",,Depth(-1m),,,Unialgal; Clonal; Non-axenic; Coccolith(+)[2016 Feb],Cryopreservation,No,,Planktonic,"
"
NIES-2700,National Institute for Environmental Studies,Gephyrocapsa,oceanica,Haptophyta,Prymnesiophyceae,Coccolithus oceanicus (Kamptner) Kamptner 1955; Crenalithus doronicoides P.H.Roth 1973,"Atlantic Ocean (French Coast),",,Depth(-1m),,,Unialgal; Clonal; Non-axenic; Coccolith(|)[2016 Feb],Subculture,No,,Planktonic,"
"
NIES-2707,National Institute for Environmental Studies,Umbilicosphaera,hulburtiana,Haptophyta,Prymnesiophyceae,,South Atlantic Ocean (Depth -10m),,Depth(-10m),,Pelagic,Unialgal; Non-clonal; Non-axenic; Coccolith(-)[2019 Jan],Subculture,No,,,"
"
NIES-2708,National Institute for Environmental Studies,Monoraphidium,convolutum,Chlorophyta,Chlorophyceae,Ankistrodesmus convolutus Corda 1838; Rhaphidium convolutum (Corda) Rabenhorst 1868; Ankistrodesmus curvulus J.H.Belcher & Swale 1962,"Neolithteich,",,Eutrophic,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic; Cosmopolitan,"Autospore forming
"
NIES-2709,National Institute for Environmental Studies,Raphidocelis,subcapitata,Chlorophyta,Chlorophyceae,Ankistrodesmus subcapitatus Korshikov; Kirchneriella subcapitata Korshikov 1953; Kirchneria subcapitata (Korshikov) Hind?k 1988; Pseudokirchneriella subcapitata (Korshikov) F.Hind?k 1990,"B?rgersee,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic; Cosmopolitan,"Autospore forming
"
NIES-2710,National Institute for Environmental Studies,Raphidocelis,subcapitata,Chlorophyta,Chlorophyceae,Ankistrodesmus subcapitatus Korshikov; Kirchneriella subcapitata Korshikov 1953; Kirchneria subcapitata (Korshikov) Hind?k 1988; Pseudokirchneriella subcapitata (Korshikov) F.Hind?k 1990,"Stechlinsee,",,Eutrophic,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic; Cosmopolitan,"Autospore forming
"
NIES-2711,National Institute for Environmental Studies,Selenastrum,gracile,Chlorophyta,Chlorophyceae,Ankistrodesmus gracilis (Reinsch) Korshikov,"Steckby-L?dderizer Forest,",,Eutrophic,Oxbow lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic; Cosmopolitan,"Autospore forming
"
NIES-2712,National Institute for Environmental Studies,Tetranephris,brasiliensis,Chlorophyta,Chlorophyceae,,"Gaertenbach,",,Mesotrophic,Stream,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic; Cosmopolitan,"Autospore forming
"
NIES-2713,National Institute for Environmental Studies,Pseudococcomyxa,simplex,Chlorophyta,Trebouxiophyceae,,"Lieps-Channel,",,Eutrophic,Channel,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic; Cosmopolitan,"Autospore forming
"
NIES-2714,National Institute for Environmental Studies,Watanabea,reniformis,Chlorophyta,Trebouxiophyceae,,"Gro?e Fuchskuhle,",,Dystrophic,Channel,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic; Cosmopolitan,"Autospore forming
"
NIES-2716,National Institute for Environmental Studies,Hemiselmis,andersenii,Cryptophyta,Cryptophyceae,,"Satsuma Iwo-jima Isl.,",,,,Coastal,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"Genome decoded strain (Suzuki et al. 2022)
"
NIES-2717,National Institute for Environmental Studies,Achnanthidium,convergens,Heterokontophyta,Bacillariophyceae,"Achnanthes convergens H.Kobayasi ex H.Kobayshi, Nagumo & Mayama","Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2718,National Institute for Environmental Studies,Craticula,molestiformis,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2719,National Institute for Environmental Studies,Craticula,molestiformis,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2720,National Institute for Environmental Studies,Eolimna,minima,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2721,National Institute for Environmental Studies,Eolimna,subminuscula,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2722,National Institute for Environmental Studies,Fistulifera,saprophila,Heterokontophyta,Bacillariophyceae,,"Sakagawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2723,National Institute for Environmental Studies,Gomphonema,parvulum,Heterokontophyta,Bacillariophyceae,,"Sakagawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2724,National Institute for Environmental Studies,Mayamaea,permitis,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Axenic[2022 Apr],Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2725,National Institute for Environmental Studies,Mayamaea,permitis,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2726,National Institute for Environmental Studies,Nitzschia,palea,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2727,National Institute for Environmental Studies,Nitzschia,palea,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"Herbicide (triazine-type) tolerant
"
NIES-2728,National Institute for Environmental Studies,Nitzschia,palea,Heterokontophyta,Bacillariophyceae,,,,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"Herbicide (triazine-type) tolerant
"
NIES-2729,National Institute for Environmental Studies,Nitzschia,palea,Heterokontophyta,Bacillariophyceae,,"Sakagawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"Genome decoded strain (Kamikawa et al. 2018)
"
NIES-2730,National Institute for Environmental Studies,Planothidium,frequentissimum,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2731,National Institute for Environmental Studies,Planothidium,lanceolatum,Heterokontophyta,Bacillariophyceae,,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2732,National Institute for Environmental Studies,Sellaphora,seminulum,Heterokontophyta,Bacillariophyceae,Navicula seminulum Grunow 1860; Schizonema seminulum (Grunow) Kuntze 1898; Navicula joubaudii H.Germain 1982; Naviculadicta seminula (Grunow) Lange-Bertalot 2000,"Sakuragawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2733,National Institute for Environmental Studies,Sellaphora,seminulum,Heterokontophyta,Bacillariophyceae,Navicula seminulum Grunow 1860; Schizonema seminulum (Grunow) Kuntze 1898; Navicula joubaudii H.Germain 1982; Naviculadicta seminula (Grunow) Lange-Bertalot 2000,"Sakagawa River,",,,Stream,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,"Test strain for AGP etc. (Ishihara, S. et al. 2006)",,"
"
NIES-2734,National Institute for Environmental Studies,Eudorina,sp.,Chlorophyta,Chlorophyceae,,,,Mesotrophic,Small pond,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Mixotrophic; Osmotrophic; Phototaxis,"Heterothallic; Dioecious; Anisogamous, Mating type (female); Resting zygote forming (Yamada et al. 2008); F1 strains (NIES-3984, 3985, 4018, 4100)
"
NIES-2735,National Institute for Environmental Studies,Eudorina,sp.,Chlorophyta,Chlorophyceae,,,,Mesotrophic,Small pond,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Mixotrophic; Osmotrophic; Phototaxis,"Heterothallic; Dioecious; Anisogamous, Mating type (male); Resting zygote forming (Yamada et al. 2008); F1 strains (NIES-3984, 3985, 4018, 4100)
"
NIES-2736,National Institute for Environmental Studies,Volvox,ferrisii,Chlorophyta,Chlorophyceae,,,,,Rice field,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Mixotrophic; Phototaxis,"Homothallic; Monoecious; Oogamy; Resting zygote forming; Life cycle (Isaka et al. 2012)
"
NIES-2737,National Institute for Environmental Studies,Volvox,ferrisii,Chlorophyta,Chlorophyceae,,,,,Rice field,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Mixotrophic; Phototaxis,"Homothallic; Monoecious; Oogamy; Resting zygote forming; Life cycle (Isaka et al. 2012); F2 strain (NIES-3986)
"
NIES-2738,National Institute for Environmental Studies,Volvox,ferrisii,Chlorophyta,Chlorophyceae,,"A small pond to Isanuma Pond,",,Mesotrophic,Pond,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Mixotrophic; Phototaxis,"Homothallic; Monoecious; Oogamy; Resting zygote forming; Life cycle (Isaka et al. 2012)
"
NIES-2739,National Institute for Environmental Studies,Volvox,ferrisii,Chlorophyta,Chlorophyceae,,"A small pond to Isanuma Pond,",,Mesotrophic,Pond,,Unialgal; Clonal; Axenic[2018 Jan],Subculture,Uncertain,,Mixotrophic; Phototaxis,"Authentic strain (Isaka 2012); Homothallic; Monoecious; Oogamy; Resting zygote forming; Life cycle (Isaka et al. 2012)
"
NIES-2740,National Institute for Environmental Studies,Volvox,kirkiorum,Chlorophyta,Chlorophyceae,,,,,Rice field,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Mixotrophic; Osmotrophic; Phototaxis,"Authentic strain (Isaka 2012); Homothallic; Monoecious; Oogamy; Resting zygote forming
"
NIES-2741,National Institute for Environmental Studies,Pycnococcus,sp.,Chlorophyta,Prasinophyceae,,"off Chichijima Isl.,",,Surface,,Pelagic,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic,"
"
NIES-2742,National Institute for Environmental Studies,Bulboplastis,apyrenoidosa,Rhodophyta,Rhodellophyceae,,"Shiira River, Iriomote Isl.,",,,,Estuary; Mangrove,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"Authentic strain (Kushibiki 2012)
"
NIES-2743,National Institute for Environmental Studies,Microglena,media,Chlorophyta,Chlorophyceae,"Chlamydomonas media Klebs; Chlamydomonas media var. eustigma Gerloff; Chlamydomonas nova Skuja; Microglena skujae Demchenko, Mikhailyuk & Pr?schold",,,,Rice field,,Unialgal; Clonal; Axenic[2018 Jan],Cryopreservation,Uncertain,,Phototaxis,"Authentic strain, Epitype (Nakada et al. 2014)
"
NIES-2744,National Institute for Environmental Studies,Microglena,opisthopyren,Chlorophyta,Chlorophyceae,Chlamydomonas opisthopyren Skuja; Chlamydomonas macroplastida J.W.G. Lund f. macrostigma Bourrelly; Chlamydomonas pseudomacrostigma P?terfi,,,,Rice field,,Unialgal; Clonal; Axenic[2018 Jan],Cryopreservation,Uncertain,,Phototaxis,"Authentic strain, Epitype (Nakada et al. 2014)
"
NIES-2745,National Institute for Environmental Studies,Esquamula,lacrimiformis,Cercozoa,Imbricatea,,,,,,Sandy beach,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Heterotrophic; Benthic,"Authentic strain (Shiratori et al. 2012)
"
NIES-2746,National Institute for Environmental Studies,Symbiodinium,sp.,Dinophyta,Dinophyceae,,"Kitahama,",,Depth(ca.-1m),,Cultivation pool,Unialgal; Clonal: Non-axenic,Subculture,Uncertain,,Benthic; Symbiotic (jellyfish),"
"
NIES-2747,National Institute for Environmental Studies,Psammoneis,sp.,Heterokontophyta,Bacillariophyceae,,near Okinawa Isl. (Depth -100m),,BottomiDepth -100mj,,Bottom,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Symbiotic (protozoa),"
"
NIES-2748,National Institute for Environmental Studies,Chlamydomonas,sp.,Chlorophyta,Chlorophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Phototaxis,"
"
NIES-2749,National Institute for Environmental Studies,Nephroselmis,sp.,Chlorophyta,Nephroselmidophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2750,National Institute for Environmental Studies,Prasinoderma,sp.,Chlorophyta,Palmophyllophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2751,National Institute for Environmental Studies,Pycnococcus,sp.,Chlorophyta,Prasinophyceae,,Sagami Bay,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2752,National Institute for Environmental Studies,Pycnococcus,sp.,Chlorophyta,Prasinophyceae,,Sagami Bay,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2753,National Institute for Environmental Studies,Pycnococcus,sp.,Chlorophyta,Prasinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2754,National Institute for Environmental Studies,Pycnococcus,sp.,Chlorophyta,Prasinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2755,National Institute for Environmental Studies,Chloropicon,roscoffensis,Chlorophyta,Chloropicophyceae,,Sagami Bay,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"Genome decoded strain (Turmel et al. 2019); Clade VIIA4 (Lopes dos Santos et al. 2017)
"
NIES-2756,National Institute for Environmental Studies,Chloroparvula,sp.,Chlorophyta,Chloropicophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"Clade VIIB2 (Lopes dos Santos et al. 2017)
"
NIES-2757,National Institute for Environmental Studies,Unidentified coccoid prasinophyte,,Chlorophyta,Prasinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2758,National Institute for Environmental Studies,Chloroparvula,japonica,Chlorophyta,Chloropicophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"Genome decoded strain (Turmel et al. 2019); Authentic strain (Lopes dos Santos et al. 2017); Clade VIIB2
"
NIES-2759,National Institute for Environmental Studies,Unidentified coccoid prasinophyte,,Chlorophyta,Prasinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2760,National Institute for Environmental Studies,Unidentified coccoid prasinophyte,,Chlorophyta,Prasinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2761,National Institute for Environmental Studies,Chlorella,sp.,Chlorophyta,Trebouxiophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2762,National Institute for Environmental Studies,Nannochloris,sp.,Chlorophyta,Trebouxiophyceae,,"Jogashima Isl.,",,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-2763,National Institute for Environmental Studies,Picochlorum,sp.,Chlorophyta,Trebouxiophyceae,,"Jogashima Isl.,",,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2764,National Institute for Environmental Studies,Gambierdiscus,sp.,Dinophyta,Dinophyceae,,"Sesoko Isl.,",,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2765,National Institute for Environmental Studies,Gambierdiscus,sp.,Dinophyta,Dinophyceae,,"Sesoko Isl.,",,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2766,National Institute for Environmental Studies,Lepidodinium,sp.,Dinophyta,Dinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2767,National Institute for Environmental Studies,Lepidodinium,sp.,Dinophyta,Dinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2768,National Institute for Environmental Studies,Lepidodinium,sp.,Dinophyta,Dinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2769,National Institute for Environmental Studies,Lepidodinium,sp.,Dinophyta,Dinophyceae,,North West Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-2770,National Institute for Environmental Studies,Pelagomonas,sp.,Heterokontophyta,Pelagophyceae,,Sagami Bay,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
